"id","zip_code","municipality","county","lat","lng","locality","locations"
35646,11641,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35647,11642,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35648,11643,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35649,11644,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,400018,440016,500000,600029}"
35650,11645,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,400018,440016,500001,500000,500004,600045,600029,600105,600106}"
35651,11646,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35652,11647,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35653,11648,"Stockholm","Stockholm",0,0,"STOCKHOLM","{300000,440016,500000}"
35654,11661,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35655,11662,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35656,11663,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35657,11664,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35658,11665,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35659,11666,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35660,11667,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35661,11668,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35662,11726,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35663,11727,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35664,11728,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35665,11729,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35666,11730,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600053,600054}"
35667,11731,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600053}"
35668,11732,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35669,11733,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500009,500013,600053,600037,600044,600054,600073}"
35670,11734,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35671,11735,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35672,11736,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35673,11737,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35674,11738,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500009,600041}"
35675,11739,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500009,600006,600041}"
35676,11740,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500009,600054,600041}"
35677,11741,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35678,11743,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,500012,500000,600054,600006,600011,600015,600041}"
35679,11750,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500009,600054,600053,600037}"
35680,11756,"Stockholm","Stockholm",0,0,"STOCKHOLM","{300000,440016,500009,600041}"
35681,11757,"Stockholm","Stockholm",0,0,"STOCKHOLM","{300000,440016,500009,600041}"
35682,11758,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600041}"
35683,11759,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600041}"
35684,11760,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600041}"
35685,11761,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600041}"
35686,11762,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600011,600041}"
35687,11763,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600041}"
35688,11764,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600031,600041}"
35689,11765,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,600031,600037,600041,600101}"
35690,11766,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500009,600041,600037,600054}"
35691,11767,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,500000,500013,600037,600025,600053}"
35692,11768,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,500013,600025,600031,600037}"
35693,11769,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500009,500013,600025,600031,600037}"
35694,11775,"Stockholm","Stockholm",,,"STOCKHOLM","{300000,440016,500009,600041}"
35695,11820,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600052,600045}"
35696,11821,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35697,11822,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35698,11823,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35699,11824,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35700,11825,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600052,600053,600045}"
35701,11826,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35702,11827,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35703,11828,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35704,11829,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35705,11830,"Stockholm","Stockholm",0,0,"STOCKHOLM","{300000,440016,500000}"
35706,11842,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500009,500012,600006,600041}"
35707,11846,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35708,11847,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35709,11848,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35710,11849,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35711,11850,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35712,11851,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35713,11852,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35714,11853,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35715,11854,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35716,11855,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35717,11856,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35718,11857,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35719,11858,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35720,11859,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35721,11860,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500012,600006}"
35722,11861,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35723,11862,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35724,11863,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35725,11864,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35726,11865,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35727,11866,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35728,11867,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35729,11869,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35730,11872,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000}"
35731,12030,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,500002,500012,600006,600007,600029,600039,600042}"
35732,12031,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35733,12032,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600006,600029}"
35734,12038,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35735,12039,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500000,500012,600006,600007}"
35736,12040,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006,600043,600014,600015}"
35737,12044,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600004,600006,600011,600015}"
35738,12047,"Stockholm","Stockholm",59.3,18.05,"ENSKEDE GÅRD","{300000,440016,500012,600007,600043,600014}"
35739,12048,"Stockholm","Stockholm",59.3,18.05,"ENSKEDE GÅRD","{300000,440016,500012,600007,600043}"
35740,12050,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006,600043,600014}"
35741,12051,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35742,12052,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35743,12053,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500000,500012,600006}"
35744,12054,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35745,12055,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35746,12056,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006,600014,600015}"
35747,12057,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35748,12058,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35749,12059,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500012,600006}"
35750,12060,"Stockholm","Stockholm",59.3,18.05,"ÅRSTA","{300000,440016,500000,500009,500012,600006,600015,600041}"
35751,12061,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35752,12062,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35753,12063,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35754,12064,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35755,12065,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35756,12066,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,400018,440016,500000,500002,600029,600039}"
35757,12067,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35758,12068,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,400018,440016,500000,600029}"
35759,12069,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,400018,440016,500000,600029}"
35760,12070,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,400018,440016,500000,600029}"
35761,12071,"Stockholm","Stockholm",,,"STOCKHOLM","{300000,440016,500000,600029}"
35762,12079,"Stockholm","Stockholm",59.3326,18.0649,"STOCKHOLM","{300000,440016,500000,600029}"
35763,12130,"Stockholm","Stockholm",59.3333,18.05,"ENSKEDEDALEN","{300000,440016,500012,600091}"
35764,12131,"Stockholm","Stockholm",59.3333,18.05,"ENSKEDEDALEN","{300000,440016,500002,500012,600042,600088,600089,600091}"
35765,12132,"Stockholm","Stockholm",59.3333,18.05,"ENSKEDEDALEN","{300000,440016,500012,600091,600007,600042}"
35766,12133,"Stockholm","Stockholm",59.3333,18.05,"ENSKEDEDALEN","{300000,440016,500002,500012,600088,600089,600091}"
35767,12134,"Stockholm","Stockholm",59.3333,18.05,"ENSKEDEDALEN","{300000,440016,500002,500012,600024,600088,600089,600091}"
35768,12135,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,600007}"
35769,12136,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,600007,600042}"
35770,12137,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500000,500002,500012,600007,600042}"
35771,12138,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500002,600039,600042}"
35772,12139,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500002,600039,600042}"
35773,12140,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500000,500012,600006,600007}"
35774,12143,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,600006,600007}"
35775,12144,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,600007}"
35776,12145,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500000,500002,500012,600007,600029,600039,600042}"
35777,12146,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,400018,440016,500002,600039,600042}"
35778,12147,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500002,500012,600007}"
35779,12148,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,500002,600091,600007,600042}"
35780,12149,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,500002,600089,600039,600042}"
35781,12150,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,400018,440016,500002,600039}"
35782,12151,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500002,600089,600039}"
35783,12152,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,400018,440016,500002,600039}"
35784,12153,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,400018,440016,500002,600089,600039}"
35785,12154,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500002,500012,600039,600088,600089,600091}"
35786,12155,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,400018,440016,500002,600088,600089,600039}"
35787,12156,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500002,600088,600089,600024}"
35788,12162,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,600007,600043}"
35789,12163,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,600006,600007,600043}"
35790,12177,"Stockholm","Stockholm",59.3333,18.05,"JOHANNESHOV","{300000,440016,500012,600007}"
35791,12231,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600091}"
35792,12232,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600091,600007,600043}"
35793,12233,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,500002,600024,600081,600088,600091,600005}"
35794,12234,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600091,600007}"
35795,12237,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600008,600043,600014}"
35796,12238,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600082,600091}"
35797,12239,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600091,600092}"
35798,12240,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600091,600081,600092}"
35799,12241,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600008}"
35800,12242,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600087,600008}"
35801,12243,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600008,600014,600015}"
35802,12244,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,600038,600091,600081,600092}"
35803,12245,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,600081,600092,600038}"
35804,12246,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,600008,600082,600081,600092}"
35805,12247,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600082,600008}"
35806,12248,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600008,600082,600091,600092}"
35807,12249,"Stockholm","Stockholm",,,"ENSKEDE","{300000,440016,500010,600081,600082,600087,600008,600038,600057,600058}"
35808,12260,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,600081,600092}"
35809,12262,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500012,600091}"
35810,12263,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600092,600082,600014,600008,600043,600091}"
35811,12264,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600082,600014,600008,600091}"
35812,12265,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,600082,600092}"
35813,12266,"Stockholm","Stockholm",59.2833,18.0667,"ENSKEDE","{300000,440016,500010,500012,600087,600082,600008}"
35814,12331,"Stockholm","Stockholm",,,"FARSTA","{300000,440016,500010}"
35815,12332,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600002,600058,600107}"
35816,12333,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010}"
35817,12334,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600038}"
35818,12341,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600108}"
35819,12342,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600108}"
35820,12343,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,400006,440016,500010,600108,600107}"
35821,12344,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600107}"
35822,12346,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600002,600107}"
35823,12347,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010}"
35824,12348,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600058,600038,600107}"
35825,12349,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600058,600107}"
35826,12350,"Stockholm","Stockholm",,,"FARSTA","{300000,440016,500010,600108,600107}"
35827,12352,"Stockholm,Huddinge","Stockholm",59.25,18.0833,"FARSTA","{300000,400006,440016,500010,500012,600107,600058,600059,600002}"
35828,12353,"Stockholm","Stockholm",,,"FARSTA","{300000,400006,440016,500012,500010,600059,600057,600058}"
35829,12354,"Stockholm","Stockholm",,,"FARSTA","{300000,440016,500010,600057,600058,600038}"
35830,12355,"Stockholm","Stockholm",,,"FARSTA","{300000,440016,500010,600038}"
35831,12356,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600038}"
35832,12357,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600038}"
35833,12358,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600058,600081,600038}"
35834,12359,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600038}"
35835,12360,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600081,600038}"
35836,12361,"Stockholm","Stockholm",,,"FARSTA","{300000,440016,500010,600081,600038}"
35837,12363,"Huddinge,Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,400006,440016,500002,500010,600005,600108,600026}"
35838,12371,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600108,600107}"
35839,12372,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,440016,500010,600107}"
35840,12373,"Stockholm","Stockholm",59.25,18.0833,"FARSTA","{300000,400006,440016,500010,600107}"
35841,12430,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500010,500012,600087}"
35842,12431,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600087}"
35843,12432,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600008,600086,600057,600087}"
35844,12433,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600086,600087}"
35845,12450,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057}"
35846,12451,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600059,600086}"
35847,12452,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057}"
35848,12453,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057}"
35849,12454,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057}"
35850,12455,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600087}"
35851,12456,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600087}"
35852,12457,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600087}"
35853,12458,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600087}"
35854,12459,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500010,500012,600081,600087,600008,600057,600058,600059}"
35855,12460,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600058,600059}"
35856,12461,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059}"
35857,12462,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600057,600059}"
35858,12463,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,400006,440016,500012,600059}"
35859,12464,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059}"
35860,12465,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059}"
35861,12466,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059,600085}"
35862,12467,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059}"
35863,12470,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600086,600059,600057,600085}"
35864,12471,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600085}"
35865,12472,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500011,500012,600085}"
35866,12473,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059,600085}"
35867,12474,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059,600085}"
35868,12475,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059,600085}"
35869,12476,"Stockholm","Stockholm",59.2968,18.0313,"BANDHAGEN","{300000,440016,500012,600059,600085}"
35870,12530,"Stockholm","Stockholm",59.2793,18.0111,"ÄLVSJÖ","{300000,440016,500011,500012,600085,600009,600080,600083,600084}"
35871,12531,"Stockholm","Stockholm",,,"ÄLVSJÖ","{300000,440016,500011,600009}"
35872,12532,"Stockholm","Stockholm",,,"ÄLVSJÖ","{300000,440016,500009,500011,600084,600060,600009}"
35873,12533,"Stockholm","Stockholm",59.2793,18.0111,"ÄLVSJÖ","{300000,440016,500009,500011,600060,600084}"
